hora_requisicao,codigo_linha,nome_linha,letreiro,codigo_onibus,x,y,hora_gps
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16534,-46.6707215,-23.475738,2025-09-12 14:41:41+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16171,-46.6936435,-23.4543195,2025-09-12 14:42:07+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16328,-46.6707215,-23.475738,2025-09-12 14:41:48+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16533,-46.6936435,-23.4543195,2025-09-12 14:41:38+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16170,-46.6707215,-23.475738,2025-09-12 14:42:20+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16637,-46.6835995,-23.450547,2025-09-12 14:41:42+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16315,-46.6707215,-23.475738,2025-09-12 14:41:40+00:00
11:42:00,33640,9005-10,TERM. CACHOEIRINHA - JD. PRINCESA,16285,-46.6936435,-23.4543195,2025-09-12 14:42:12+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48957,-46.4925395,-23.584136,2025-09-12 14:42:19+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48926,-46.403938875,-23.55256375,2025-09-12 14:41:49+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48936,-46.446245875,-23.53153475,2025-09-12 14:42:00+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48745,-46.4988575,-23.5810795,2025-09-12 14:42:19+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48673,-46.401315999999994,-23.5471935,2025-09-12 14:42:08+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48894,-46.40418275,-23.55371425,2025-09-12 14:41:40+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48928,-46.544327499999994,-23.5455355,2025-09-12 14:41:51+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48152,-46.403907,-23.5538775,2025-09-12 14:42:04+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48220,-46.573990125,-23.546086125,2025-09-12 14:41:37+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48923,-46.4047665,-23.545542500000003,2025-09-12 14:42:20+00:00
11:42:00,34966,407J-10,METRÔ TATUAPÉ - JD. SOARES,48839,-46.401315999999994,-23.5471935,2025-09-12 14:41:42+00:00
